date,time_range,season,holiday,weekday,workingday,weathersit,casual,registered,count
2011-11-23,Night,Winter,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,0,5,5
2011-11-23,Night,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,1,16,17
2011-11-23,Night,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,1,68,69
2011-11-23,Morning,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,2,154,156
2011-11-23,Morning,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,7,316,323
2011-11-23,Morning,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,3,164,167
2011-11-23,Morning,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,6,70,76
2011-11-23,Morning,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,9,107,116
2011-11-23,Morning,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,9,151,160
2011-11-23,Afternoon,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,12,162,174
2011-11-23,Afternoon,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,13,200,213
2011-11-23,Afternoon,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,13,194,207
2011-11-23,Afternoon,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,4,169,173
2011-11-23,Afternoon,Winter,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,7,156,163
2011-11-23,Afternoon,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,7,138,145
2011-11-23,Evening,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,6,116,122
2011-11-23,Evening,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,1,67,68
2011-11-23,Evening,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,0,66,66
2011-11-23,Evening,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,3,59,62
2011-11-23,Evening,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,4,47,51
2011-11-24,Night,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,1,22,23
2011-11-24,Night,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,1,23,24
2011-11-24,Night,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,3,19,22
2011-11-24,Night,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,1,4,5
2011-11-24,Night,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,1,1,2
2011-11-24,Night,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,1,10,11
2011-11-24,Night,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,1,5,6
2011-11-24,Morning,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,9,31,40
2011-11-24,Morning,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,4,42,46
2011-11-24,Morning,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,13,68,81
2011-11-24,Morning,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,34,64,98
2011-11-24,Morning,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,52,90,142
2011-11-24,Morning,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,62,88,150
2011-11-24,Afternoon,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,84,91,175
2011-11-24,Afternoon,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,74,94,168
2011-11-24,Afternoon,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,78,71,149
2011-11-24,Afternoon,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,48,66,114
2011-11-24,Afternoon,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,34,40,74
2011-11-24,Afternoon,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,13,24,37
2011-11-24,Evening,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,15,13,28
2011-11-24,Evening,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,14,17,31
2011-11-24,Evening,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,7,19,26
2011-11-24,Evening,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,8,14,22
2011-11-24,Evening,Winter,holiday,Thursday,weekend/holiday,Clear/Few Clouds,2,19,21
2011-11-25,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,7,22,29
2011-11-25,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,2,12,14
2011-11-25,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,4,6,10
2011-11-25,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,0,2,2
2011-11-25,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,4,3,7
2011-11-25,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,2,3,5
2011-11-25,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,4,9,13
2011-11-25,Morning,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,4,31,35
2011-11-25,Morning,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,6,68,74
2011-11-25,Morning,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,25,70,95
2011-11-25,Morning,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,60,82,142
2011-11-25,Morning,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,99,127,226
2011-11-25,Morning,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,126,146,272
2011-11-25,Afternoon,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,143,140,283
2011-11-25,Afternoon,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,122,150,272
2011-11-25,Afternoon,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,165,145,310
2011-11-25,Afternoon,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,122,139,261
2011-11-25,Afternoon,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,57,127,184
2011-11-25,Afternoon,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,45,108,153
2011-11-25,Evening,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,38,96,134
2011-11-25,Evening,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,19,76,95
2011-11-25,Evening,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,24,61,85
2011-11-25,Evening,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,12,46,58
2011-11-25,Evening,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,5,28,33
2011-11-26,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,9,38,47
2011-11-26,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,5,24,29
2011-11-26,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,3,20,23
2011-11-26,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,8,9,17
2011-11-26,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,0,4,4
2011-11-26,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,0,3,3
2011-11-26,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,2,8,10
2011-11-26,Morning,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,4,13,17
2011-11-26,Morning,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,10,50,60
2011-11-26,Morning,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,16,67,83
2011-11-26,Morning,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,57,84,141
2011-11-26,Morning,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,107,123,230
2011-11-26,Morning,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,137,172,309
2011-11-26,Afternoon,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,177,148,325
2011-11-26,Afternoon,Winter,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,141,158,299
2011-11-26,Afternoon,Winter,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,154,160,314
2011-11-26,Afternoon,Winter,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,137,138,275
2011-11-26,Afternoon,Winter,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,62,122,184
2011-11-26,Afternoon,Winter,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,67,118,185
2011-11-26,Evening,Winter,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,46,100,146
2011-11-26,Evening,Winter,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,55,86,141
2011-11-26,Evening,Winter,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,20,72,92
2011-11-26,Evening,Winter,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,14,51,65
2011-11-26,Evening,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,18,51,69
2011-11-27,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,7,39,46
2011-11-27,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,9,35,44
2011-11-27,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,9,22,31
2011-11-27,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,9,8,17
2011-11-27,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,0,4,4
2011-11-27,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,0,5,5
2011-11-27,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,0,9,9
2011-11-27,Morning,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,12,11,23
2011-11-27,Morning,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,6,36,42
2011-11-27,Morning,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,21,90,111
2011-11-27,Morning,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,58,131,189
2011-11-27,Morning,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,83,157,240
2011-11-27,Morning,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,63,193,256
2011-11-27,Afternoon,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,97,216,313
2011-11-27,Afternoon,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,113,200,313
2011-11-27,Afternoon,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,96,221,317
2011-11-27,Afternoon,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,94,229,323
2011-11-27,Afternoon,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,37,167,204
2011-11-27,Afternoon,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,25,130,155
2011-11-27,Evening,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,30,109,139
2011-11-27,Evening,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,10,94,104
2011-11-27,Evening,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,13,75,88
2011-11-27,Evening,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,13,53,66
2011-11-27,Evening,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,5,27,32
2011-11-28,Night,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,6,10,16
2011-11-28,Night,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,1,12,13
2011-11-28,Night,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,1,4,5
2011-11-28,Night,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,0,4,4
2011-11-28,Night,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,0,34,34
2011-11-28,Night,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,6,98,104
2011-11-28,Morning,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,7,270,277
2011-11-28,Morning,Winter,workingday/weekend,Monday,workingday,Mist/Cloudy,13,394,407
2011-11-28,Morning,Winter,workingday/weekend,Monday,workingday,Mist/Cloudy,17,191,208
2011-11-28,Morning,Winter,workingday/weekend,Monday,workingday,Mist/Cloudy,21,86,107
2011-11-28,Morning,Winter,workingday/weekend,Monday,workingday,Mist/Cloudy,11,107,118
2011-11-28,Morning,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,13,165,178
2011-11-28,Afternoon,Winter,workingday/weekend,Monday,workingday,Mist/Cloudy,25,137,162
2011-11-28,Afternoon,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,14,129,143
2011-11-28,Afternoon,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,18,132,150
2011-11-28,Afternoon,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,24,240,264
2011-11-28,Afternoon,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,24,444,468
2011-11-28,Afternoon,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,20,396,416
2011-11-28,Evening,Winter,workingday/weekend,Monday,workingday,Clear/Few Clouds,4,260,264
2011-11-28,Evening,Winter,workingday/weekend,Monday,workingday,Mist/Cloudy,12,206,218
2011-11-28,Evening,Winter,workingday/weekend,Monday,workingday,Mist/Cloudy,4,152,156
2011-11-28,Evening,Winter,workingday/weekend,Monday,workingday,Mist/Cloudy,7,102,109
2011-11-28,Evening,Winter,workingday/weekend,Monday,workingday,Mist/Cloudy,5,41,46
2011-11-29,Night,Winter,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,4,18,22
2011-11-29,Night,Winter,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,1,16,17
2011-11-29,Night,Winter,workingday/weekend,Tuesday,workingday,Mist/Cloudy,0,5,5
2011-11-29,Night,Winter,workingday/weekend,Tuesday,workingday,Mist/Cloudy,0,2,2
2011-11-29,Night,Winter,workingday/weekend,Tuesday,workingday,Mist/Cloudy,1,5,6
2011-11-29,Night,Winter,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,1,21,22
2011-11-29,Night,Winter,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,1,88,89
2011-11-29,Morning,Winter,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,12,330,342
2011-11-29,Morning,Winter,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,9,440,449
2011-11-29,Morning,Winter,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,5,197,202
2011-11-29,Morning,Winter,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,2,34,36
2011-11-29,Morning,Winter,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,1,10,11
2011-11-29,Morning,Winter,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,1,17,18
2011-11-29,Afternoon,Winter,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,0,22,22
2011-11-29,Afternoon,Winter,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,1,35,36
2011-11-29,Afternoon,Winter,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,5,60,65
2011-11-29,Afternoon,Winter,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,5,146,151
2011-11-29,Afternoon,Winter,workingday/weekend,Tuesday,workingday,Mist/Cloudy,8,346,354
2011-11-29,Afternoon,Winter,workingday/weekend,Tuesday,workingday,Mist/Cloudy,11,347,358
2011-11-29,Evening,Winter,workingday/weekend,Tuesday,workingday,Mist/Cloudy,6,244,250
2011-11-29,Evening,Winter,workingday/weekend,Tuesday,workingday,Mist/Cloudy,8,176,184
2011-11-29,Evening,Winter,workingday/weekend,Tuesday,workingday,Mist/Cloudy,9,116,125
2011-11-29,Evening,Winter,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,5,90,95
2011-11-29,Evening,Winter,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,0,53,53
2011-11-30,Night,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,1,23,24
2011-11-30,Night,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,0,8,8
2011-11-30,Night,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,0,5,5
2011-11-30,Night,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,0,1,1
2011-11-30,Night,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,0,5,5
2011-11-30,Night,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,1,21,22
2011-11-30,Night,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,3,100,103
2011-11-30,Morning,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,9,276,285
2011-11-30,Morning,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,13,465,478
2011-11-30,Morning,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,7,186,193
2011-11-30,Morning,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,15,95,110
2011-11-30,Morning,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,10,112,122
2011-11-30,Morning,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,12,148,160
2011-11-30,Afternoon,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,16,131,147
2011-11-30,Afternoon,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,13,99,112
2011-11-30,Afternoon,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,11,104,115
2011-11-30,Afternoon,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,27,199,226
2011-11-30,Afternoon,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,15,365,380
2011-11-30,Afternoon,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,7,369,376
2011-11-30,Evening,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,6,273,279
2011-11-30,Evening,Winter,workingday/weekend,Wednesday,workingday,Mist/Cloudy,6,184,190
2011-11-30,Evening,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,7,128,135
2011-11-30,Evening,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,5,82,87
2011-11-30,Evening,Winter,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,4,46,50
2011-12-01,Night,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,1,19,20
2011-12-01,Night,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,1,9,10
2011-12-01,Night,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,1,8,9
2011-12-01,Night,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,1,6,7
2011-12-01,Night,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,0,1,1
2011-12-01,Night,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,1,23,24
2011-12-01,Night,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,5,92,97
2011-12-01,Morning,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,11,265,276
2011-12-01,Morning,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,15,462,477
2011-12-01,Morning,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,9,215,224
2011-12-01,Morning,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,7,86,93
2011-12-01,Morning,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,7,95,102
2011-12-01,Morning,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,9,139,148
2011-12-01,Afternoon,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,17,137,154
2011-12-01,Afternoon,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,20,130,150
2011-12-01,Afternoon,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,10,144,154
2011-12-01,Afternoon,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,9,192,201
2011-12-01,Afternoon,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,9,409,418
2011-12-01,Afternoon,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,12,393,405
2011-12-01,Evening,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,9,219,228
2011-12-01,Evening,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,12,178,190
2011-12-01,Evening,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,8,154,162
2011-12-01,Evening,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,5,99,104
2011-12-01,Evening,Winter,workingday/weekend,Thursday,workingday,Clear/Few Clouds,3,70,73
2011-12-02,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,6,32,38
2011-12-02,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,1,14,15
2011-12-02,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,0,10,10
2011-12-02,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,0,1,1
2011-12-02,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,0,3,3
2011-12-02,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,0,23,23
2011-12-02,Night,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,3,84,87
2011-12-02,Morning,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,6,199,205
2011-12-02,Morning,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,13,432,445
2011-12-02,Morning,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,12,234,246
2011-12-02,Morning,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,16,89,105
2011-12-02,Morning,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,18,142,160
2011-12-02,Morning,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,18,186,204
2011-12-02,Afternoon,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,19,188,207
2011-12-02,Afternoon,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,25,145,170
2011-12-02,Afternoon,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,24,175,199
2011-12-02,Afternoon,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,22,254,276
2011-12-02,Afternoon,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,20,391,411
2011-12-02,Afternoon,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,10,362,372
2011-12-02,Evening,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,13,252,265
2011-12-02,Evening,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,12,178,190
2011-12-02,Evening,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,9,102,111
2011-12-02,Evening,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,7,95,102
2011-12-02,Evening,Winter,workingday/weekend,Friday,workingday,Clear/Few Clouds,14,81,95
2011-12-03,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,10,65,75
2011-12-03,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,9,62,71
2011-12-03,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,9,41,50
2011-12-03,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,4,5,9
2011-12-03,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,1,7,8
2011-12-03,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,0,6,6
2011-12-03,Night,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,1,10,11
2011-12-03,Morning,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,2,24,26
2011-12-03,Morning,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,1,62,63
2011-12-03,Morning,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,25,99,124
2011-12-03,Morning,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,22,173,195
2011-12-03,Morning,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,48,227,275
2011-12-03,Morning,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,78,280,358
2011-12-03,Afternoon,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,70,222,292
2011-12-03,Afternoon,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,92,251,343
2011-12-03,Afternoon,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,100,237,337
2011-12-03,Afternoon,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,75,230,305
2011-12-03,Afternoon,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,46,186,232
2011-12-03,Afternoon,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,31,193,224
2011-12-03,Evening,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,31,144,175
2011-12-03,Evening,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,17,110,127
2011-12-03,Evening,Winter,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,5,104,109
2011-12-03,Evening,Winter,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,17,97,114
2011-12-03,Evening,Winter,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,12,73,85
2011-12-04,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,19,64,83
2011-12-04,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,20,54,74
2011-12-04,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,11,51,62
2011-12-04,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,7,34,41
2011-12-04,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,2,9,11
2011-12-04,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,2,2,4
2011-12-04,Night,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,1,3,4
2011-12-04,Morning,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,3,23,26
2011-12-04,Morning,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,7,48,55
2011-12-04,Morning,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,12,114,126
2011-12-04,Morning,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,36,180,216
2011-12-04,Morning,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,48,206,254
2011-12-04,Morning,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,82,247,329
2011-12-04,Afternoon,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,88,269,357
2011-12-04,Afternoon,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,77,246,323
2011-12-04,Afternoon,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,69,227,296
2011-12-04,Afternoon,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,64,266,330
2011-12-04,Afternoon,Winter,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,38,207,245
